article_incident_title,incday,incmo,incyr,case_status,region_psgc,province_psgc,municipality_psgc,city_psgc,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,,
2 soldiers wounded in an attack by BIFF (2 sundalo angol sa pag-atake sa BIFF),9,3,2016,3,150000000,153800000,153806000,-99,927,5017,124.497303,7.014443784,,
2 soldiers wounded in clash with NPA in Lanao,28,7,2019,-98,150000000,153600000,153611000,-99,926,5008,124.381555,7.828498488,,
"2 Soldiers, 9 BIFF men Killed in Maguindanao",6,3,2020,-98,150000000,153800000,153801000,-99,927,5017,124.4024674,6.81089747,,
"2 soliders, 10 BIFF men killed in Maguindanao clash",29,7,2020,3,150000000,153800000,153836000,-99,927,3015,124.5087196,6.989177376,,
2 students die in Cotabato shooting,12,9,2012,3,120000000,-99,-99,129804000,2031,-98,124.2310439,7.2046668,,
2 suspected Abu Sayyaf members arrested in Sulu,2,3,2017,3,150000000,156600000,156604000,-99,2036,3015,121.281591,5.99989155,,
"2 suspected drug peddlers nabbed in Datu Odin Sinsuat, Maguindanao",15,8,2014,2,150000000,153800000,153807000,-99,2036,8004,124.2570572,7.156271865,,
2 Tawi-Tawi based Abus neutralised ,15,6,2017,-98,150000000,157000000,157002000,-99,927,5017,119.7765207,5.023831274,,
2 terrorists slain  at Lake Lanao,15,8,2017,-98,150000000,153600000,-99,153617000,927,5017,124.2735601,8.014670483,,
2 'terrorists' surrender add manifestation: clash/encounter,6,6,2020,-98,150000000,153800000,153814000,-99,2042,5017,125.2595977,7.041428325,,
"2 towers bombed in Marawi City, Lanao del Sur",29,10,2015,3,150000000,153600000,-99,153617000,926,7004,124.2793359,8.0072879,,
2 vendors killed (2 vendor kinatay),5,11,2011,3,150000000,153600000,153615000,-99,919,1007,124.0728399,7.5932005,,
2 village council member arrested for illegal weapons (2 kagawad gisigpo pagbaton og armas),12,9,2018,3,150000000,153800000,153808000,-99,2036,8008,124.4411499,6.870074329,,
2 visiting relatives killed (2 namisita sa ilang paryente patay),26,5,2019,-98,150000000,153800000,153820000,-99,2031,3006,124.5177212,6.922151838,,
2 women killed by gunmen riding-in-tandem in Cotabato City (2 babae patay sa riding in tandem gunmen) ,16,1,2014,-98,120000000,-99,-99,129804000,2031,-98,124.2310439,7.2046668,,
2 wounded in search operation that turned into shootout (2 sugatan sa search operation na nauwi sa s,13,9,2019,2,120000000,-99,-99,129804000,2039,2013,124.2304134,7.223362251,,
"2,000 flee Basilan clashes",9,4,2016,3,150000000,150700000,150706000,-99,927,5017,122.1429226,6.491034188,,
"2,000 in prolonged displacement in Basilan",1,4,2019,-98,150000000,150700000,150705000,-99,9999,5017,121.9615032,6.415981371,,
"20 BIFF clash with military, 2 dead (20 BIFF gikasangka sa militar, 2 patay)",17,10,2017,3,150000000,153800000,153827000,-99,927,5017,124.4351676,6.891716498,,
20 houses burned as MILF and BIFF clash (20 ka balay nasunog sa giyera sa MILF ug BIFF),24,2,2015,3,150000000,153800000,153810000,-99,927,5002,124.7067261,6.971412557,,
"22 militants, 3 soldiers killed in AFP offensives",12,3,2019,-98,150000000,153800000,153837000,-99,926,5017,124.4638077,6.942036416,,
24 high-powered guns recovered as families end rido,22,1,2018,3,150000000,153600000,-99,153617000,2037,8008,124.2839997,8.012880454,,
24 loose firearms surrendered in 2 BARMM towns 1,24,6,2020,-98,150000000,153800000,153827000,-99,2037,8008,124.4575992,6.90298295,,
24 loose firearms surrendered in 2 BARMM towns 2,25,6,2020,-98,150000000,150700000,150712000,-99,2037,8008,121.5682948,6.860888913,,
27-year-old killed in ambush (27 anyos gibuk-a g ulo) ,20,10,2018,3,150000000,153800000,153810000,-99,2031,3005,124.7026856,7.051654798,,
28 assorted loose firearms handed over to military in Maguindanao,26,3,2019,-98,150000000,153800000,153816000,-99,2037,8008,124.3668698,6.979875146,,
29 BIFFs surrender in Maguindanao,30,3,2020,-98,150000000,153800000,153829000,-99,2037,5017,124.5494763,6.902050668,,
3 Abu bandits slain in Sulu encounters  2,16,5,2020,-98,150000000,156600000,156611000,-99,927,3015,121.1165229,6.084115221,,
3 Abu bandits slain in Sulu encounters 1,16,5,2020,-98,150000000,156600000,156611000,-99,927,3015,121.0950409,6.027588828,,
3 Abu bandits surrender in Basilan ,8,7,2018,-98,150000000,150700000,150708000,-99,2037,3015,122.2008416,6.637411957,,
3 Abu Sayyaf arrested (3 Abu arestado),16,11,2011,3,150000000,150700000,150705000,-99,2036,2013,122.0155491,6.4829046,,
3 Abu Sayyaf bandits surrender in Sulu,30,10,2020,-98,150000000,156600000,156611000,-99,2042,5017,121.1165229,6.084115221,,
3 Abu Sayyaf bandits surrender in Tawi-Tawi 1,2,12,2020,-98,150000000,157000000,157010000,-99,2037,3015,120.2768718,5.090692352,,
3 Abu Sayyaf bandits surrender in Tawi-Tawi 2,3,12,2020,-98,150000000,157000000,-98,-99,2037,3015,119.7669143,5.03091576,,
3 Abu Sayyaf bandits surrender in Tawi-Tawi 3,4,12,2020,-98,150000000,157000000,157002000,-99,2037,3015,119.743637,5.044015519,,
3 Abu Sayyaf killed in encounter (3 Abu dedo sa ratratan),3,9,2012,3,150000000,150700000,150705000,-99,927,5008,122.0008572,6.441020132,,
3 Abu Sayyf men killed in Sulu clash,8,12,2017,3,150000000,156600000,156607000,-99,927,5017,121.184277,6.01457201,,
3 Abus killed in 90-minute clash,22,6,2016,3,150000000,156600000,156611000,-99,927,5017,121.1502978,6.057016329,,
3 Abus slain in Sulu clash ,4,4,2020,-98,150000000,156600000,156611000,-99,927,5017,121.0831309,6.084316689,,
3 alleged human trafficking victims saved (3 umano y biktima ng human trafficking naligtas),17,9,2019,-98,150000000,153800000,153811000,-99,911,8003,124.2722924,7.326795756,,
"3 alleged Sayyaf nabbed in Zambo, Basilan",1,7,2016,3,150000000,150700000,150711000,-99,915,5017,122.0794638,6.553915966,,
3 arrested for P7M shabu in Cotabato City,20,10,2014,3,120000000,-99,-99,129804000,2037,8004,124.2310439,7.2046668,,
3 ASG fighters surrender to Marines in Sulu,25,2,2018,-98,150000000,156600000,156602000,-99,2037,3015,121.0080767,6.058947101,,
"3 ASG members, 7 NPA rebels surrender",13,2,2018,-98,150000000,150700000,150706000,-99,2042,5017,122.1881448,6.536891181,,
3 Basilan-based Abu Sayyaf bandits surrender,31,8,2020,-98,150000000,150700000,150711000,-99,2037,3015,122.095142,6.477822545,,
3 BIFF and 1 soldier dead in clash (3 BIFF ug 1 sundalo tipi) ??,11,5,2018,-98,150000000,153800000,153826000,-99,927,5017,124.465993,6.976280188,,
3 BIFF child fighters die in clashes,31,1,2014,3,150000000,153800000,153826000,-99,927,5008,124.4198243,6.9422581,,
3 BIFF dead from clash in Maguindanao (3 BIFF patay sa giyera sa Maguindanao),18,1,2020,-98,150000000,153800000,153820000,-99,927,3015,124.5156279,6.955210303,,
3 BIFF fighters killed in clash,9,6,2015,3,150000000,153800000,153837000,-99,927,5008,124.5295792,6.981826957,,
3 BIFF members arrested (3 sakop sa BIFF nasignit),20,7,2017,3,150000000,153800000,153827000,-99,2036,5017,124.4351676,6.891716498,,
3 BIFF men surrender ,22,6,2018,-98,150000000,153800000,153819000,-99,2037,3015,124.7493028,6.835991149,,
"3 BIFF rebels, teen girl killed, 2 soldiers hurt in clashes",13,7,2016,3,150000000,153800000,153827000,-99,927,5017,124.4351676,6.891716498,,
3 BIFF surrender to military (3 BIFF mitahan sa militar),29,6,2020,-98,150000000,153800000,153810000,-99,2037,3015,124.7913731,6.991477202,,
"3 BIFF, 1 soldier dead in encounter (3 BIFF, 1 sundalo patay sa engkwentro)",3,3,2020,-98,150000000,153800000,153835000,-99,2031,3015,124.4013743,6.846932189,,
3 BIFFs surrender to BARMM police ,16,11,2020,-98,150000000,153800000,-98,-99,2037,3015,124.3095839,7.2760213,,
"3 bombers captured in Cotabato City (3 naglabay granada, sikop) ",19,12,2011,-98,120000000,-99,-99,129804000,926,8008,124.2310439,7.2046668,,
3 churches receive bombing threats in Cotabato City (3 simbahan bombahan),16,9,2011,-98,120000000,-99,-99,129804000,917,5008,124.2310439,7.2046668,,
3 crewmen found dead (3 crew sa barko napalgang patay),10,12,2013,-98,150000000,156600000,156612000,-99,901,-98,120.8728615,5.5241879,,
3 Dawlah Islamiya supporters yield in Lanao,11,12,2020,-98,150000000,153600000,153603000,-99,2037,5017,124.1537609,7.928286042,,
"3 dead , 1 hurt in Sulu dynamite blast",25,8,2015,3,150000000,156600000,156606000,-99,926,8008,120.9593213,6.1059799,,
"3 dead, 1 injured in land conflict (3 patay, 1 samdan sa bingkil sa yuta)",23,3,2020,3,150000000,153800000,153830000,-99,2031,7004,124.3332076,6.985598076,,
"3 dead, 11 hurt as troops, Sayyaf clash in Sumisip, Basilan",10,4,2017,3,150000000,150700000,150705000,-99,927,5017,121.9366164,6.453113913,,
"3 dead, 20 wounded in Basilan clash",11,4,2014,-98,150000000,150700000,150711000,-99,927,5008,122.1064668,6.5504442,,
3 farmers slain in Maguindanao,27,11,2018,2,150000000,153800000,153807000,-99,901,7004,124.2760534,7.021130473,,
"3 Hong Kong nationals arrested in Brgy. Dasalan Island, Hadji Muhtamad, Basilan",2,5,2018,3,150000000,150700000,150712000,-99,2036,8004,121.4548371,6.75336103,,
3 hurt in Basilan grenade blast,28,1,2014,-98,90000000,-99,-99,99701000,926,8008,121.9781581,6.740320245,,
3 IED factories owned by BIFF discovered by the military (3 himoanan og IED sa BIFF nadiskubrehan sa militar),11,3,2015,3,150000000,153800000,153831000,-99,928,2013,124.333333,6.933333,,
"3 improvised explosive device recovered in Brgy. Meta, Datu Unsay, Maguindanao  (3 IEDs nakapalgan) ",18,9,2016,3,150000000,153800000,153827000,-99,2037,5017,124.4351676,6.891716498,,
"3 injured as 2 MILF commanders clash in Brgy. Kakal, Ampatuan, Maguindanao (3 angol sa giyera sa 2 kumander sa MILF)",15,12,2016,3,150000000,153800000,153801000,-99,927,3006,124.5018105,6.862134827,,
3 injured in grenade explosion (3 samdan pagbuto sa granada),3,3,2017,3,120000000,-99,-99,129804000,926,8008,124.2466,7.203677434,,
3 kids wounded in Maguindanao blast,2,4,2012,3,150000000,153800000,153824000,-99,926,3006,124.2699432,7.2884721,,
"3 killed in ambush in South Upi, Maguindanao",31,4,2014,3,150000000,153800000,153817000,-99,905,7004,124.1703224,6.780483507,,
"3 killed in gunfight in Datu Odin Sinsuat, Maguindanao (3 patay sa pinusilay)",1,6,2014,3,150000000,153800000,153807000,-99,2031,3005,124.2388347,7.163972118,,
3 killed in military offensive  vs BIFF in Maguindanao ,14,11,2019,-98,150000000,153800000,153837000,-99,926,3015,124.5508619,6.997925547,,
3 killed in Sulu gun attack,9,5,2015,3,150000000,156600000,156608000,-99,2031,-98,120.6450187,6.276293,,
"3 killed, 2 injured in shooting in Ampatuan, Maguindanao (3 patay, 2 angol sa pagpamanhig)",15,4,2013,3,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
3 Marines shot dead,13,7,2016,3,150000000,156600000,156601000,-99,2031,5017,120.9818144,5.966996701,,
3 Maute bandits surrender in Lanao del Sur,18,2,2019,-98,150000000,153600000,153640000,-99,2042,5017,124.26061,7.663981061,,
3 Maute members yield in Lanao Sur ??,28,4,2018,9,150000000,153600000,153625000,-99,2037,3015,124.2598951,8.051947966,,
3 Maute men surrender in Lanao Sur ??,18,10,2018,-98,150000000,153600000,153618000,-99,2042,3015,124.3287072,7.814183237,,
3 Maute militants nabbed in Lanao del Sur ,18,9,2019,3,150000000,153600000,153621000,-99,2039,3015,124.2029189,8.024914078,,
"3 Maute rebels killed in Poona-Bayabao, Lanao del Sur",7,3,2017,3,150000000,153600000,153622000,-99,927,5017,124.3410873,7.850458012,,
3 MILF members arrested during anti-drug operation (3 sakop sa MILF nalit-ag sa anti-drug operation),5,7,2018,2,120000000,-99,-99,129804000,2039,8004,124.2353465,7.201788887,,
3 military camps attacked (3 kampo sa militar gisulong) 1,3,9,2018,-98,150000000,153800000,153835000,-99,927,5017,124.4101438,6.867684368,,
3 military camps attacked (3 kampo sa militar gisulong) 2,3,9,2018,-98,150000000,153800000,153827000,-99,927,3015,124.4351676,6.891716498,,
3 military camps attacked (3 kampo sa militar gisulong) 3,3,9,2018,-98,150000000,153800000,153827000,-99,927,5017,124.4468622,6.927577473,,
3 murder suspects  killed in police ops,16,4,2018,-98,150000000,153800000,153811000,-99,927,2013,124.27984,7.399650278,,
3 nabbed of 2.9M shabu,14,12,2018,2,120000000,-99,-99,129804000,2036,8004,124.2525707,7.212945808,,
3 notorious Abu Sayyaf surrender in Basilan,3,2,2018,-98,150000000,150700000,150705000,-99,2037,3015,121.9787478,6.448683012,,
3 NPA recruiters surrender in Maguindanao,23,6,2020,-98,150000000,153800000,153807000,-99,2037,5008,124.2200147,7.149563294,,
3 robbers of 2 students killed (3 tulisan nanulis og 2 estudyante napatay),18,10,2019,-98,120000000,-99,-99,129804000,2031,1007,124.2353465,7.201788887,,
"3 siblings shot and wounded (3 magsuon, gipamusil samaran)",28,3,2011,3,150000000,153800000,153815000,-99,2031,7004,124.1196984,6.936371437,,
3 soldiers hurt in Basilan ambush,16,5,2019,-98,150000000,150700000,-99,150702000,2031,5011,122.1618793,6.604711245,,
3 soldiers hurt in clash with Abu,2,11,2015,3,150000000,156600000,156611000,-99,927,5008,121.0404336,6.068494149,,
3 soldiers injured in Maguindanao blast,24,9,2020,-98,150000000,153800000,153801000,-99,926,3015,124.4024674,6.81089747,,
3 soldiers killed in clash with Maute ,24,1,2019,3,150000000,153600000,153640000,-99,927,5017,124.26061,7.663981061,,
3 soldiers slightly wounded in clash with Abu Sayyaf in Sulu,20,9,2020,3,150000000,156600000,156611000,-99,927,3015,121.0507561,6.025493583,,
"3 soldiers, cop wounded in Sulu bombing",19,8,2019,12,150000000,156600000,156611000,-99,926,3015,121.1009127,6.082024825,,
"3 suspected Abu men captured, tortured ",12,4,2016,3,150000000,150700000,150706000,-99,2032,5007,122.1429226,6.491034188,,
3 suspected Abu Sayyaf members arrested,7,4,2015,3,150000000,156600000,156611000,-99,2036,5008,121.0770376,6.080353605,,
"3 wanted resist arrest, killed (3 wanted nanukol, napatay)",13,7,2020,2,150000000,153800000,153833000,-99,2031,8004,124.7787135,6.735868694,,
3 women nabbed in Cotabato drug bust,12,6,2019,4,120000000,-99,-99,129804000,2036,8004,124.2450308,7.199083664,,
"30 gang members surrender (30 miyembro ng  gang , sumuko)",20,8,2019,-98,120000000,-99,-99,129804000,2042,1008,124.2541387,7.217705426,,
300 families evacuated from war (300 pamilya mibakwit sa pag-ulbo sa giyera),29,11,2018,3,150000000,153800000,153813000,-99,927,5002,124.6213185,6.954911159,,
"32 soldiers wounded, 1 bandit dead in Upper Laus, Talipao, Sulu",2,4,2017,12,150000000,156600000,156613000,-99,927,5017,121.0343999,6.00973168,,
3-IS linked gunmen  killed in offensives ,26,11,2019,-98,150000000,153800000,153837000,-99,927,3015,124.4831865,6.951732947,,
"4 Abu Sayyaf camps captured in Sumisip, Basilan",20,1,2015,-98,150000000,150700000,150705000,-99,927,5008,121.9651065,6.532798186,,
4 Abu Sayyaf in Vietnamese sailors  abduction nabbed in Basilan,17,7,2017,-98,150000000,150700000,-99,150702000,2036,8009,122.0404184,6.728859111,,
"4 Abus slain, 5 hurt in Sulu clash ",15,2,2019,3,150000000,156600000,156611000,-99,927,5017,121.1120257,6.082607251,,
4 Abus surrender in Sulu,3,3,2018,-98,150000000,156600000,-98,-99,2037,3015,121.0037527,6.053626626,,
4 BIFF killed in clash by soldiers (4 BIFF patay batok sa mga sundalo),30,7,2017,3,150000000,153800000,153820000,-99,927,5017,124.519604,6.9431397,,
4 BIFF killed in encounter (4 BIFF patay sa engkwentro),24,11,2019,-98,150000000,153800000,153837000,-99,927,3015,124.4956683,6.987906315,,
"4 BIFF killed near checkpoint (4 BIFF miagi sa checkpoint, patay)",30,7,2020,9,150000000,153800000,153808000,-99,2031,3015,124.4730399,6.869112856,,
4 BIFF members killed in clash (1),9,2,2016,3,150000000,153800000,153836000,-99,927,5017,124.4742832,6.985801984,,
"4 BIFF men killed, 6 soldiers hurt in clash",12,8,2018,-98,150000000,153800000,153827000,-99,927,5017,124.451716,6.922856643,,
"4 BIFF men nabbed, explosives seized",17,10,2018,-98,150000000,153800000,153819000,-99,2036,3015,124.6979862,6.818806106,,
"4 BIFF men slain in clash in Brgy. Pusao, Shariff Saydona Mustapha, Maguindanao",6,6,2017,-98,150000000,153800000,153837000,-99,927,5017,124.4831865,6.951732947,,
"4 BIFF men slain, 11 hurt in Maguindanao ops",3,4,2019,-98,150000000,153800000,153820000,-99,927,3015,124.4766501,6.932329789,,
4 BIFF officers surrender - AFP,18,12,2019,-98,150000000,156600000,-98,-99,2042,3015,121.0140046,6.045823749,,
4 BIFF officers surrender - AFP 2,18,12,2019,-98,150000000,156600000,156611000,-99,2042,3015,121.0911072,6.080692477,,
4 BIFF wounded in encounter (4 BIFF samdan sa giyera tali sa militar),24,7,2015,3,150000000,153800000,153816000,-99,927,5008,124.4140406,7.012000438,,
"4 big drug pushers caught (4 big time tulak droga, sikop)",9,7,2016,3,150000000,153800000,153829000,-99,2036,8004,124.571389,6.941944,,
4 Daulah Islamiyah members surrender in Lanao Del Sur ,3,12,2020,-98,150000000,153600000,153621000,-99,2042,5017,124.1822968,7.959216256,,
4 Dawla Islamiya fighters surrender in Lanao del Sur,23,7,2020,4,150000000,153600000,153631000,-99,2037,3015,124.1437514,7.654896686,,
4 Dawlah Islamiyah members surrender in Lanao,2,12,2020,-98,150000000,153600000,153625000,-99,2037,3015,124.2598951,8.051947966,,
"4 dead, 10 hurt as troops attack Sayyaf bomb factory",14,5,2015,3,150000000,150700000,150710000,-99,927,5008,122.275064,6.636416236,,
"4 dead, 2 hurt in Sulu massacre",5,10,2015,3,150000000,156600000,156615000,-99,2031,3006,121.7758952,6.071088844,,
"4 drug pushers arrested (4 drug pusher nasikpaw) in Brgy. Tamontaka, Cotabato City",28,10,2017,3,120000000,-99,-99,129804000,2036,8004,124.2266633,7.186595066,,
"4 fishermen abducted by the Abu Sayyaf in Jolo, Sulu",19,12,2016,3,150000000,156600000,156602000,-99,915,5017,120.9872565,6.0470867,,
4 human trafficking victims rescued in Tawi-Tawi,27,3,2015,3,150000000,157000000,157002000,-99,911,8003,119.8120795,5.1041783,,
4 Indonesians abducted (1),26,3,2016,3,150000000,157000000,157009000,-99,915,5017,120.168333,5.328889,,
4 Indonesians abducted (2),15,4,2016,3,150000000,157000000,157005000,-99,915,5017,119.4005185,4.7437631,,
4 injured in family feud (4 samaran sa bangi sa pamilya)  ,20,12,2013,-98,150000000,150700000,150706000,-99,927,3006,122.1869066,6.526863114,,
4 kidnapped in Jolo,3,3,2014,3,150000000,156600000,156602000,-99,915,8009,121.0007814,6.05388418,,
4 killed in Lanao Sur in explosion,20,12,2020,-98,150000000,153600000,153613000,-99,926,5017,124.1156665,7.85481947,,
4 killed in Sayyaf attack (Sayyaf muling  umariba: 4 todas),19,9,2012,3,150000000,150700000,150705000,-99,2031,5008,122.0558241,6.510540823,,
"4 Maute cop killers nabbed in Piagapo and Saguiaran, Lanao del Sur",16,3,2017,-98,150000000,153600000,153621000,-99,2036,5017,124.2284203,8.004162219,,
4 Maute militants killed ,8,9,2017,-98,150000000,153600000,-99,153617000,927,5017,124.2556101,8.012532295,,
4 new trafficking victims rescued,14,8,2013,-98,150000000,157000000,157002000,-99,911,8003,119.8523612,5.074589622,,
4 ranking BIFF leaders surrender ,19,12,2019,-98,150000000,153800000,153834000,-99,2042,3015,124.4527157,7.16430521,,
4 Sayyaf members killed in Maimbung encounter ,5,3,2017,-98,150000000,156600000,156605000,-99,927,5017,121.0105733,5.9578493,,
"4 slain, 7 wounded in ASG-CAFGU clash",7,4,2012,3,150000000,150700000,150705000,-99,927,5008,122.0558241,6.510540823,,
4 soldiers hurt in blast,2,3,2016,3,150000000,153800000,153836000,-99,926,5017,124.4600493,7.00293406,,
4 soldiers hurt in fresh clash with BIFF,18,2,2016,3,150000000,153800000,153836000,-99,927,5017,124.4600493,7.00293406,,
